iter	RMSE
242	0.07309763034
243	0.07280107326
244	0.07250571931
245	0.07221156361
246	0.07190660291
247	0.07161487783
248	0.07132433627
249	0.07103497345
250	0.07074678457
251	0.07045976487
252	0.07016226453
253	0.06987761623
254	0.06959412274
255	0.06931177939
256	0.06903058151
257	0.06875052444
258	0.06847160357
259	0.06819381428
260	0.06791715198
261	0.0676416121
262	0.06736719008
263	0.0670938814
264	0.06681065183
265	0.06653960102
266	0.06626964987
267	0.0660007939
268	0.06573302869
269	0.06546634979
270	0.06520075282
271	0.06493623337
272	0.06467278707
273	0.06441040958
274	0.06413856456
275	0.06387835441
276	0.06361919993
277	0.06336109684
278	0.06310404088
279	0.06284802779
280	0.06259305334
281	0.06233911333
282	0.06208620355
283	0.06183431983
284	0.061583458
285	0.06133361391
286	0.06108478345
287	0.06083696248
288	0.06059014693
289	0.06034433271
290	0.06009951576
291	0.05985569203
292	0.05961285749
293	0.0593613128
294	0.05912048395
295	0.05888063215
296	0.05863222859
297	0.05839435764
298	0.05814805637
299	0.05791214971
300	0.05767720012
301	0.05744320373
302	0.05721015665
303	0.05697805505
304	0.05674689509
305	0.05651667294
306	0.0562873848
307	0.05605902688
308	0.05583159542
309	0.05560508664
310	0.05537949681
311	0.05515482219
312	0.05493105908
313	0.05470820378
314	0.0544862526
315	0.05426520188
316	0.05404504796
317	0.0538257872
318	0.05360741599
319	0.0533899307
320	0.05317332776
321	0.05295760357
322	0.05274275458
323	0.05252877723
324	0.05231566798
325	0.05210342332
326	0.05189203974
327	0.05168151374
328	0.05147184184
329	0.05126302058
330	0.05105504651
331	0.05084791619
332	0.0506416262
333	0.05043617312
334	0.05023155357
335	0.05002776416
336	0.04982480153
337	0.04962266231
338	0.04942134317
339	0.04922084079
340	0.04902115184
341	0.04882227303
342	0.04862420107
343	0.04842693269
344	0.04823046463
345	0.04803479364
346	0.04783991649
347	0.04764582995
348	0.04745253082
349	0.04726001591
350	0.04706828202
351	0.04687732601
352	0.0466871447
353	0.04649773496
354	0.04630909365
355	0.04612121766
356	0.04593410388
357	0.04574774923
358	0.04556215061
359	0.04537730497
360	0.04519320925
361	0.0450098604
362	0.0448272554
363	0.04464539123
364	0.04446426488
365	0.04428387336
366	0.04410421369
367	0.0439252829
368	0.04374707803
369	0.04356959614
370	0.04339283429
371	0.04321678956
372	0.04304145905
373	0.04286683986
374	0.04269292909
375	0.04251972388
376	0.04234722136
377	0.04217541869
378	0.04200431302
379	0.04183390152
380	0.04166418139
381	0.04149514981
382	0.04132680399
383	0.04115914115
384	0.04099215851
385	0.04082585333
386	0.04066022285
387	0.04049526433
388	0.04033097504
389	0.04016735228
390	0.04000439333
391	0.03984209551
392	0.03968045613
393	0.03951947253
394	0.03935914203
395	0.03919946199
396	0.03904042978
397	0.03888204276
398	0.03872429831
399	0.03856719384
400	0.03841072674
401	0.03825489442
402	0.03809969432
403	0.03794512386
404	0.03779118049
405	0.03763786168
406	0.03748516488
407	0.03733308756
408	0.03718162723
409	0.03703078137
410	0.03688054749
411	0.03673092312
412	0.03658190576
413	0.03643349298
414	0.0362856823
415	0.03613847129
416	0.03599185751
417	0.03584583855
418	0.03570041198
419	0.03555557541
420	0.03541132645
421	0.0352676627
422	0.03512458179
423	0.03498208137
424	0.03484015907
425	0.03469881254
426	0.03455803946
427	0.0344178375
428	0.03427820434
429	0.03413913766
430	0.03400063519
431	0.03386269461
432	0.03372531366
433	0.03358849007
434	0.03345222156
435	0.0333165059
436	0.03318134084
437	0.03304672414
438	0.03291265359
439	0.03277912695
440	0.03264614204
441	0.03251369664
442	0.03238178858
443	0.03225041566
444	0.03211957573
445	0.03198926661
446	0.03185948616
447	0.03173023223
448	0.03160150268
449	0.03147329538
450	0.03134560823
451	0.0312184391
452	0.03109178589
453	0.03096564652
454	0.03084001889
455	0.03071490094
456	0.03059029059
457	0.03046618578
458	0.03034258447
459	0.03021948461
460	0.03009688416
461	0.0299747811
462	0.02985317342
463	0.0297320591
464	0.02961143613
465	0.02949130254
466	0.02937165633
467	0.02925249552
468	0.02913381815
469	0.02901562225
470	0.02889790587
471	0.02878066707
472	0.02866390391
473	0.02854761445
474	0.02843179678
475	0.02831644898
476	0.02820156915
477	0.02808715539
478	0.0279732058
479	0.02785971851
480	0.02774669163
481	0.0276341233
482	0.02752201167
483	0.02741035487
484	0.02729915106
485	0.02718839841
486	0.02707809508
487	0.02696823925
488	0.0268588291
489	0.02674986284
490	0.02664133864
491	0.02653325473
492	0.02642560932
493	0.02631840063
494	0.02621162688
495	0.02610528631
496	0.02599937716
497	0.02589389769
498	0.02578884615
499	0.02568422081
500	0.02558001992
501	0.02547624178
502	0.02537288467
503	0.02526994688
504	0.02516742671
505	0.02506532246
506	0.02496363245
507	0.024862355
508	0.02476148842
509	0.02466103107
510	0.02456098127
511	0.02446133737
512	0.02436209772
513	0.02426326069
514	0.02416482465
515	0.02406678795
516	0.023969149
517	0.02387190616
518	0.02377505784
519	0.02367860243
520	0.02358253834
521	0.02348686399
522	0.02339157778
523	0.02329667815
524	0.02320216353
525	0.02310803236
526	0.02301428307
527	0.02292091413
528	0.02282792398
529	0.02273531109
530	0.02264307394
531	0.02255121099
532	0.02245972073
533	0.02236860164
534	0.02227785223
535	0.02218747098
536	0.02209745641
537	0.02200780703
538	0.02191852136
539	0.02182959792
540	0.02174103525
541	0.02165283187
542	0.02156498633
543	0.02147749718
544	0.02139036298
545	0.02130358228
546	0.02121715365
547	0.02113107565
548	0.02104534688
549	0.02095996591
550	0.02087493133
551	0.02079024174
552	0.02070589573
553	0.02062189191
554	0.0205382289
555	0.0204549053
556	0.02037191975
557	0.02028927088
558	0.02020695731
559	0.02012497768
560	0.02004333065
561	0.01996201486
562	0.01988102897
563	0.01980037163
564	0.01972004153
565	0.01964003732
566	0.01956035769
567	0.01948100132
568	0.0194019669
569	0.01932325312
570	0.01924485868
571	0.01916678229
572	0.01908902266
573	0.0190115785
574	0.01893444852
575	0.01885763147
576	0.01878112606
577	0.01870493103
578	0.01862904513
579	0.01855346709
580	0.01847819568
581	0.01840322964
582	0.01832856774
583	0.01825420874
584	0.01818015142
585	0.01810639454
586	0.0180329369
587	0.01795977728
588	0.01788691446
589	0.01781434725
590	0.01774207445
591	0.01767009485
592	0.01759840728
593	0.01752701054
594	0.01745590346
595	0.01738508486
596	0.01731455357
597	0.01724430843
598	0.01717434827
599	0.01710467194
600	0.01703527829
601	0.01696616617
602	0.01689733443
603	0.01682878195
604	0.01676050758
605	0.0166925102
606	0.01662478869
607	0.01655734193
608	0.01649016879
609	0.01642326818
610	0.01635663898
611	0.0162902801
612	0.01622419043
613	0.01615836889
614	0.01609281439
615	0.01602752584
616	0.01596250217
617	0.0158977423
618	0.01583324516
619	0.01576900969
620	0.01570503482
621	0.01564131949
622	0.01557786266
623	0.01551466327
624	0.01545172028
625	0.01538903266
626	0.01532659935
627	0.01526441934
628	0.01520249159
629	0.01514081508
630	0.0150793888
631	0.01501821172
632	0.01495728284
633	0.01489660114
634	0.01483616563
635	0.01477597531
636	0.01471602918
637	0.01465632625
638	0.01459686553
639	0.01453764605
640	0.01447866682
641	0.01441992687
642	0.01436142523
643	0.01430316093
644	0.01424513301
645	0.0141873405
646	0.01412978246
647	0.01407245794
648	0.01401536598
649	0.01395850564
650	0.01390187598
651	0.01384547607
652	0.01378930497
653	0.01373336177
654	0.01367764552
655	0.01362215531
656	0.01356689023
657	0.01351184936
658	0.01345703178
659	0.01340243661
660	0.01334806292
661	0.01329390983
662	0.01323997644
663	0.01318626186
664	0.01313276519
665	0.01307948557
666	0.01302642209
667	0.0129735739
668	0.01292094011
669	0.01286851986
670	0.01281631228
671	0.0127643165
672	0.01271253167
673	0.01266095693
674	0.01260959143
675	0.01255843431
676	0.01250748475
677	0.01245674188
678	0.01240620488
679	0.01235587291
680	0.01230574513
681	0.01225582073
682	0.01220609886
683	0.01215657872
684	0.01210725948
685	0.01205814033
686	0.01200922046
687	0.01196049905
688	0.01191197531
689	0.01186364842
690	0.0118155176
691	0.01176758205
692	0.01171984097
693	0.01167229357
694	0.01162493908
695	0.0115777767
696	0.01153080566
697	0.01148402519
698	0.0114374345
699	0.01139103283
700	0.01134481941
701	0.01129879348
702	0.01125295427
703	0.01120730104
704	0.01116183302
705	0.01111654946
706	0.01107144962
707	0.01102653275
708	0.01098179811
709	0.01093724495
710	0.01089287255
711	0.01084868017
712	0.01080466707
713	0.01076083254
714	0.01071717584
715	0.01067369626
716	0.01063039308
717	0.01058726557
718	0.01054431304
719	0.01050153476
720	0.01045893004
721	0.01041649816
722	0.01037423842
723	0.01033215014
724	0.01029023261
725	0.01024848513
726	0.01020690703
727	0.01016549761
728	0.01012425619
729	0.01008318208
730	0.01004227461
731	0.0100015331
732	0.009960956885
733	0.009920545284
734	0.009880297632
735	0.009840213266
736	0.009800291521
737	0.009760531739
738	0.009720933263
739	0.009681495437
740	0.009642217611
741	0.009603099135
742	0.009564139362
743	0.00952533765
744	0.009486693355
745	0.009448205841
746	0.009409874471
747	0.009371698611
748	0.00933367763
749	0.009295810901
750	0.009258097797
751	0.009220537695
752	0.009183129974
753	0.009145874016
754	0.009108769206
755	0.00907181493
756	0.009035010577
757	0.00899835554
758	0.008961849212
759	0.008925490991
760	0.008889280275
761	0.008853216465
762	0.008817298967
763	0.008781527185
764	0.00874590053
765	0.008710418412
766	0.008675080246
767	0.008639885446
768	0.008604833431
769	0.008569923623
770	0.008535155443
771	0.008500528318
772	0.008466041675
773	0.008431694945
774	0.008397487559
775	0.008363418953
776	0.008329488563
777	0.008295695828
778	0.008262040191
779	0.008228521094
780	0.008195137985
781	0.008161890311
782	0.008128777522
783	0.008095799072
784	0.008062954416
785	0.008030243011
786	0.007997664315
787	0.007965217792
788	0.007932902904
789	0.007900719117
790	0.007868665901
791	0.007836742724
792	0.007804949059
793	0.007773284381
794	0.007741748167
795	0.007710339895
796	0.007679059047
797	0.007647905105
798	0.007616877555
799	0.007585975883
800	0.007555199579
801	0.007524548135
802	0.007494021044
803	0.007463617801
804	0.007433337904
805	0.007403180853
806	0.007373146149
807	0.007343233295
808	0.007313441798
809	0.007283771166
810	0.007254220907
811	0.007224790533
812	0.007195479558
813	0.007166287498
814	0.00713721387
815	0.007108258194
816	0.007079419991
817	0.007050698785
818	0.0070220941
819	0.006993605465
820	0.006965232408
821	0.006936974461
822	0.006908831156
823	0.006880802029
824	0.006852886615
825	0.006825084455
826	0.006797395088
827	0.006769818056
828	0.006742352905
829	0.00671499918
830	0.006687756429
831	0.006660624201
832	0.006633602049
833	0.006606689526
834	0.006579886187
835	0.00655319159
836	0.006526605292
837	0.006500126855
838	0.00647375584
839	0.006447491813
840	0.00642133434
841	0.006395282987
842	0.006369337324
843	0.006343496923
844	0.006317761357
845	0.006292130199
846	0.006266603027
847	0.006241179419
848	0.006215858955
849	0.006190641216
850	0.006165525785
851	0.006140512247
852	0.006115600189
853	0.0060907892
854	0.006066078868
855	0.006041468787
856	0.006016958549
857	0.005992547748
858	0.005968235982
859	0.005944022849
860	0.005919907949
861	0.005895890883
862	0.005871971254
863	0.005848148667
864	0.005824422729
865	0.005800793046
866	0.005777259229
867	0.005753820889
868	0.005730477638
869	0.005707229091
870	0.005684074863
871	0.005661014571
872	0.005638047836
873	0.005615174276
874	0.005592393514
875	0.005569705174
876	0.005547108881
877	0.00552460426
878	0.005502190941
879	0.005479868553
880	0.005457636727
881	0.005435495095
882	0.005413443292
883	0.005391480953
884	0.005369607715
885	0.005347823217
886	0.005326127098
887	0.005304519001
888	0.005282998568
889	0.005261565443
890	0.005240219273
891	0.005218959703
892	0.005197786384
893	0.005176698965
894	0.005155697098
895	0.005134780435
896	0.005113948631
897	0.005093201342
898	0.005072538225
899	0.005051958938
900	0.00503146314
901	0.005011050495
902	0.004990720663
903	0.00497047331
904	0.0049503081
905	0.004930224701
906	0.004910222779
907	0.004890302006
908	0.004870462051
909	0.004850702587
910	0.004831023287
911	0.004811423826
912	0.00479190388
913	0.004772463126
914	0.004753101243
915	0.004733817912
916	0.004714612813
917	0.004695485629
918	0.004676436044
919	0.004657463744
920	0.004638568414
921	0.004619749742
922	0.004601007418
923	0.004582341131
924	0.004563750573
925	0.004545235437
926	0.004526795418
927	0.004508430209
928	0.004490139508
929	0.004471923012
930	0.004453780421
931	0.004435711434
932	0.004417715753
933	0.004399793081
934	0.00438194312
935	0.004364165578
936	0.004346460158
937	0.00432882657
938	0.004311264521
939	0.004293773721
940	0.004276353881
941	0.004259004714
942	0.004241725932
943	0.00422451725
944	0.004207378384
945	0.00419030905
946	0.004173308967
947	0.004156377852
948	0.004139515428
949	0.004122721414
950	0.004105995534
951	0.00408933751
952	0.004072747068
953	0.004056223933
954	0.004039767833
955	0.004023378495
956	0.004007055649
957	0.003990799025
958	0.003974608353
959	0.003958483368
960	0.003942423801
961	0.003926429388
962	0.003910499864
963	0.003894634966
964	0.003878834433
965	0.003863098002
966	0.003847425413
967	0.003831816409
968	0.00381627073
969	0.00380078812
970	0.003785368323
971	0.003770011084
972	0.003754716149
973	0.003739483266
974	0.003724312182
975	0.003709202648
976	0.003694154413
977	0.003679167229
978	0.003664240848
979	0.003649375023
980	0.003634569509
981	0.003619824061
982	0.003605138435
983	0.003590512388
984	0.00357594568
985	0.003561438069
986	0.003546989315
987	0.003532599179
988	0.003518267425
989	0.003503993814
990	0.003489778111
991	0.003475620082
992	0.003461519491
993	0.003447476107
994	0.003433489697
995	0.003419560029
996	0.003405686874
997	0.003391870003
998	0.003378109187
999	0.003364404198
